0;0;0;0;land;false;water_deep_ocean;0
1;148;142;226;land;false;desert;4
2;142;232;165;land;false;plains;2
3;201;142;232;land;false;desert;4
4;192;252;132;land;false;hills;1
5;235;111;182;land;false;plains;1
6;240;244;140;land;false;plains;3
7;175;221;164;land;false;hills;5
8;220;205;198;land;true;plains;5
9;95;195;216;land;false;desert;1
10;238;82;201;land;false;plains;8
11;224;157;203;land;false;plains;1
12;148;214;184;land;false;desert;4
13;247;244;124;land;false;plains;3
14;128;228;196;land;false;plains;6
15;225;193;83;land;false;plains;1
16;215;218;132;land;false;plains;1
17;185;250;176;land;false;plains;8
18;152;234;121;land;false;plains;1
19;193;111;234;land;false;plains;2
20;145;242;226;land;false;plains;1
21;177;251;182;land;false;desert;1
22;218;250;146;land;false;plains;1
23;240;93;227;land;false;plains;2
24;221;179;167;land;false;plains;5
25;208;186;251;land;true;plains;3
26;133;211;246;land;false;plains;8
27;162;158;212;land;false;plains;1
28;216;131;212;land;false;plains;8
29;217;183;186;land;false;hills;5
30;146;242;130;land;false;plains;6
31;187;239;122;land;false;desert;5
32;203;190;204;land;false;plains;2
33;101;195;247;land;false;plains;3
34;185;218;163;land;false;desert;4
35;201;99;232;land;false;desert;4
36;125;217;229;land;false;plains;8
37;146;212;221;land;false;desert;1
38;204;149;155;land;false;desert;4
39;189;214;115;land;false;desert;5
40;218;175;201;land;false;hills;5
41;216;175;148;land;false;desert;5
42;143;221;248;land;false;plains;1
43;176;205;208;land;false;plains;3
44;198;95;208;land;false;plains;2
45;167;196;190;land;false;forest;6
46;246;217;113;land;false;plains;1
47;184;189;147;land;false;plains;2
48;228;167;218;land;false;forest;2
49;105;239;230;land;false;plains;3
50;241;205;144;land;false;plains;1
51;253;88;234;land;false;desert;4
52;146;249;165;land;false;plains;2
53;252;158;208;land;false;forest;5
54;245;128;211;land;false;desert;4
55;228;196;120;land;false;desert;4
56;221;209;158;land;false;plains;2
57;234;235;63;land;false;mountain;7
58;206;78;254;land;false;hills;5
59;146;146;245;land;false;forest;9
60;216;196;181;land;false;hills;3
61;88;233;197;land;false;desert;1
62;219;133;170;land;false;desert;4
63;241;168;134;land;false;hills;2
